mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,car_name
23.9,8,260,90,3420,22.2,79,1,"""oldsmobile cutlass salon brougham"""
16,6,250,105,3897,18.5,75,1,"""chevroelt chevelle malibu"""
16,8,400,180,4220,11.1,77,1,"""pontiac grand prix lj"""
14,8,302,140,4638,16,74,1,"""ford gran torino (sw)"""
15,6,250,72,3432,21,75,1,"""mercury monarch"""
17.5,8,305,140,4215,13,76,1,"""chevrolet chevelle malibu classic"""
14,8,318,150,4096,13,71,1,"""plymouth fury iii"""
22,6,198,95,2833,15.5,70,1,"""plymouth duster"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
31.6,4,120,74,2635,18.3,81,3,"""mazda 626"""
24,4,90,75,2108,15.5,74,2,"""fiat 128"""
19.8,6,200,85,2990,18.2,79,1,"""mercury zephyr 6"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
14,8,304,150,4257,15.5,74,1,"""amc matador (sw)"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
19,6,250,100,3282,15,71,1,"""pontiac firebird"""
28.4,4,151,90,2670,16,79,1,"""buick skylark limited"""
27.4,4,121,80,2670,15,79,1,"""amc spirit dl"""
27.4,4,121,80,2670,15,79,1,"""amc spirit dl"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
23.9,4,119,97,2405,14.9,78,3,"""datsun 200-sx"""
25,4,113,95,2228,14,71,3,"""toyota corona"""
28.1,4,141,80,3230,20.4,81,2,"""peugeot 505s turbo diesel"""
17.5,6,258,95,3193,17.8,76,1,"""amc pacer d/l"""
15,8,350,145,4082,13,73,1,"""chevrolet monte carlo s"""
27.5,4,134,95,2560,14.2,78,3,"""toyota corona"""
15,6,250,72,3432,21,75,1,"""mercury monarch"""
26,4,156,92,2585,14.5,82,1,"""chrysler lebaron medallion"""
40.8,4,85,65,2110,19.2,80,3,"""datsun 210"""
15.5,8,350,170,4165,11.4,77,1,"""chevrolet monte carlo landau"""
28,4,107,86,2464,15.5,76,2,"""fiat 131"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
13,8,318,150,3755,14,76,1,"""dodge d100"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
14,8,302,137,4042,14.5,73,1,"""ford gran torino"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
16,6,225,105,3439,15.5,71,1,"""plymouth satellite custom"""
13,8,360,175,3821,11,73,1,"""amc ambassador brougham"""
14,8,318,150,4096,13,71,1,"""plymouth fury iii"""
26,4,122,80,2451,16.5,74,1,"""ford pinto"""
24,4,119,97,2545,17,75,3,"""datsun 710"""
21.6,4,121,115,2795,15.7,78,2,"""saab 99gle"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
41.5,4,98,76,2144,14.7,80,2,"""vw rabbit"""
24.2,6,146,120,2930,13.8,81,3,"""datsun 810 maxima"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
24,4,134,96,2702,13.5,75,3,"""toyota corona"""
20.2,6,200,88,3060,17.1,81,1,"""ford granada gl"""
32.2,4,108,75,2265,15.2,80,3,"""toyota corolla"""
26,4,121,113,2234,12.5,70,2,"""bmw 2002"""
26,4,122,80,2451,16.5,74,1,"""ford pinto"""
31,4,91,68,1970,17.6,82,3,"""mazda glc custom"""
25,4,121,115,2671,13.5,75,2,"""saab 99le"""
33.7,4,107,75,2210,14.4,81,3,"""honda prelude"""
30,4,135,84,2385,12.9,81,1,"""plymouth reliant"""
37.2,4,86,65,2019,16.4,80,3,"""datsun 310"""
35.7,4,98,80,1915,14.4,79,1,"""dodge colt hatchback custom"""
33.8,4,97,67,2145,18,80,3,"""subaru dl"""
29,4,90,70,1937,14.2,76,2,"""vw rabbit"""
35.7,4,98,80,1915,14.4,79,1,"""dodge colt hatchback custom"""
13,8,318,150,3940,13.2,76,1,"""plymouth volare premier v8"""
44.3,4,90,48,2085,21.7,80,2,"""vw rabbit c (diesel)"""
11,8,400,150,4997,14,73,1,"""chevrolet impala"""
29,4,98,83,2219,16.5,74,2,"""audi fox"""
23.9,4,119,97,2405,14.9,78,3,"""datsun 200-sx"""
37.2,4,86,65,2019,16.4,80,3,"""datsun 310"""
31,4,119,82,2720,19.4,82,1,"""chevy s-10"""
27,4,101,83,2202,15.3,76,2,"""renault 12tl"""
12,8,350,160,4456,13.5,72,1,"""oldsmobile delta 88 royale"""
23,4,140,78,2592,18.5,75,1,"""pontiac astro"""
14,8,351,153,4129,13,72,1,"""ford galaxie 500"""
31,4,71,65,1773,19,71,3,"""toyota corolla 1200"""
29,4,135,84,2525,16,82,1,"""dodge aries se"""
14,8,440,215,4312,8.5,70,1,"""plymouth fury iii"""
22,6,250,105,3353,14.5,76,1,"""chevrolet nova"""
14,8,351,153,4129,13,72,1,"""ford galaxie 500"""
14,8,304,150,4257,15.5,74,1,"""amc matador (sw)"""
37.2,4,86,65,2019,16.4,80,3,"""datsun 310"""
25,4,113,95,2228,14,71,3,"""toyota corona"""
30.5,4,97,78,2190,14.1,77,2,"""volkswagen dasher"""
38,4,105,63,2125,14.7,82,1,"""plymouth horizon miser"""
20.2,6,200,88,3060,17.1,81,1,"""ford granada gl"""
14,8,302,140,4638,16,74,1,"""ford gran torino (sw)"""
18,6,250,105,3459,16,75,1,"""chevrolet nova"""
16.9,8,350,155,4360,14.9,79,1,"""buick estate wagon (sw)"""
26,4,116,75,2246,14,74,2,"""fiat 124 tc"""
27,4,140,86,2790,15.6,82,1,"""ford mustang gl"""
29,4,90,70,1937,14.2,76,2,"""vw rabbit"""
23,4,120,97,2506,14.5,72,3,"""toyouta corona mark ii (sw)"""
34.4,4,98,65,2045,16.2,81,1,"""ford escort 4w"""
29,4,135,84,2525,16,82,1,"""dodge aries se"""
27,4,97,88,2130,14.5,70,3,"""datsun pl510"""
36,4,120,88,2160,14.5,82,3,"""nissan stanza xe"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
12,8,429,198,4952,11.5,73,1,"""mercury marquis brougham"""
16,6,258,110,3632,18,74,1,"""amc matador"""
30.9,4,105,75,2230,14.5,78,1,"""dodge omni"""
14,8,318,150,4077,14,72,1,"""plymouth satellite custom (sw)"""
27.2,4,135,84,2490,15.7,81,1,"""plymouth reliant"""
20.2,6,200,88,3060,17.1,81,1,"""ford granada gl"""
16,8,400,230,4278,9.5,73,1,"""pontiac grand prix"""
32.2,4,108,75,2265,15.2,80,3,"""toyota corolla"""
16.9,8,350,155,4360,14.9,79,1,"""buick estate wagon (sw)"""
30.7,6,145,76,3160,19.6,81,2,"""volvo diesel"""
31,4,119,82,2720,19.4,82,1,"""chevy s-10"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
21.1,4,134,95,2515,14.8,78,3,"""toyota celica gt liftback"""
11,8,400,150,4997,14,73,1,"""chevrolet impala"""
15,8,318,150,4135,13.5,72,1,"""plymouth fury iii"""
20.2,6,200,88,3060,17.1,81,1,"""ford granada gl"""
32,4,85,70,1990,17,76,3,"""datsun b-210"""
31,4,119,82,2720,19.4,82,1,"""chevy s-10"""
36,4,120,88,2160,14.5,82,3,"""nissan stanza xe"""
19,4,121,112,2868,15.5,73,2,"""volvo 144ea"""
15,6,250,72,3432,21,75,1,"""mercury monarch"""
23.9,8,260,90,3420,22.2,79,1,"""oldsmobile cutlass salon brougham"""
35.1,4,81,60,1760,16.1,81,3,"""honda civic 1300"""
27,4,97,88,2130,14.5,70,3,"""datsun pl510"""
20,8,262,110,3221,13.5,75,1,"""chevrolet monza 2+2"""
31.5,4,89,71,1990,14.9,78,2,"""volkswagen scirocco"""
13,8,318,150,3940,13.2,76,1,"""plymouth volare premier v8"""
23.9,4,119,97,2405,14.9,78,3,"""datsun 200-sx"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
31.5,4,89,71,1990,14.9,78,2,"""volkswagen scirocco"""
20.2,6,200,88,3060,17.1,81,1,"""ford granada gl"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
33.5,4,85,70,1945,16.8,77,3,"""datsun f-10 hatchback"""
14,8,302,140,4638,16,74,1,"""ford gran torino (sw)"""
12,8,350,180,4499,12.5,73,1,"""oldsmobile vista cruiser"""
26,4,96,69,2189,18,72,2,"""renault 12 (sw)"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
34.7,4,105,63,2215,14.9,81,1,"""plymouth horizon 4"""
13,8,360,175,3821,11,73,1,"""amc ambassador brougham"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
18,6,250,88,3139,14.5,71,1,"""ford mustang"""
13,8,350,150,4699,14.5,74,1,"""buick century luxus (sw)"""
12,8,429,198,4952,11.5,73,1,"""mercury marquis brougham"""
10,8,360,215,4615,14,70,1,"""ford f250"""
14,8,440,215,4312,8.5,70,1,"""plymouth fury iii"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
29.8,4,89,62,1845,15.3,80,2,"""vokswagen rabbit"""
15,8,383,170,3563,10,70,1,"""dodge challenger se"""
24,4,121,110,2660,14,73,2,"""saab 99le"""
31,4,91,68,1970,17.6,82,3,"""mazda glc custom"""
32,4,91,67,1965,15.7,82,3,"""honda civic (auto)"""
15.5,8,350,170,4165,11.4,77,1,"""chevrolet monte carlo landau"""
36.4,5,121,67,2950,19.9,80,2,"""audi 5000s (diesel)"""
18.5,6,250,110,3645,16.2,76,1,"""pontiac ventura sj"""
15,6,250,72,3432,21,75,1,"""mercury monarch"""
24,4,140,92,2865,16.4,82,1,"""ford fairmont futura"""
29,4,90,70,1937,14,75,2,"""volkswagen rabbit"""
11,8,400,150,4997,14,73,1,"""chevrolet impala"""
24,4,113,95,2372,15,70,3,"""toyota corona mark ii"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
21,4,122,86,2226,16.5,72,1,"""ford pinto runabout"""
13,8,360,175,3821,11,73,1,"""amc ambassador brougham"""
37.2,4,86,65,2019,16.4,80,3,"""datsun 310"""
13,8,360,170,4654,13,73,1,"""plymouth custom suburb"""
24,4,120,97,2489,15,74,3,"""honda civic"""
13,8,350,145,3988,13,73,1,"""chevrolet malibu"""
31.5,4,89,71,1990,14.9,78,2,"""volkswagen scirocco"""
11,8,429,208,4633,11,72,1,"""mercury marquis"""
29,4,135,84,2525,16,82,1,"""dodge aries se"""
14,8,440,215,4312,8.5,70,1,"""plymouth fury iii"""
19.4,8,318,140,3735,13.2,78,1,"""dodge diplomat"""
17,6,231,110,3907,21,75,1,"""buick century"""
19.2,6,231,105,3535,19.2,78,1,"""pontiac phoenix lj"""
36,4,120,88,2160,14.5,82,3,"""nissan stanza xe"""
14,8,302,140,4638,16,74,1,"""ford gran torino (sw)"""
28,4,98,80,2164,15,72,1,"""dodge colt (sw)"""
26,4,121,113,2234,12.5,70,2,"""bmw 2002"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
35.7,4,98,80,1915,14.4,79,1,"""dodge colt hatchback custom"""
14,8,351,148,4657,13.5,75,1,"""ford ltd"""
31,4,112,85,2575,16.2,82,1,"""pontiac j2000 se hatchback"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
29,4,97,78,1940,14.5,77,2,"""volkswagen rabbit custom"""
31,4,119,82,2720,19.4,82,1,"""chevy s-10"""
14,8,318,150,4237,14.5,73,1,"""plymouth fury gran sedan"""
15,6,250,72,3432,21,75,1,"""mercury monarch"""
29,4,135,84,2525,16,82,1,"""dodge aries se"""
30,4,146,67,3250,21.8,80,2,"""mercedes-benz 240d"""
25.4,5,183,77,3530,20.1,79,2,"""mercedes benz 300d"""
32.4,4,108,75,2350,16.8,81,3,"""toyota corolla"""
27,4,151,90,2950,17.3,82,1,"""chevrolet camaro"""
27,4,97,88,2130,14.5,70,3,"""datsun pl510"""
17.5,6,250,110,3520,16.4,77,1,"""chevrolet concours"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
18,6,225,105,3613,16.5,74,1,"""plymouth satellite sebring"""
18,6,232,100,2945,16,73,1,"""amc hornet"""
13,8,350,165,4274,12,72,1,"""chevrolet impala"""
22,4,121,76,2511,18,72,2,"""volkswagen 411 (sw)"""
26,4,121,113,2234,12.5,70,2,"""bmw 2002"""
19,4,121,112,2868,15.5,73,2,"""volvo 144ea"""
33,4,91,53,1795,17.5,75,3,"""honda civic cvcc"""
29,4,85,52,2035,22.2,76,1,"""chevrolet chevette"""
15,8,304,150,3892,12.5,72,1,"""amc matador (sw)"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
19,6,232,100,2634,13,71,1,"""amc gremlin"""
27,4,101,83,2202,15.3,76,2,"""renault 12tl"""
31,4,112,85,2575,16.2,82,1,"""pontiac j2000 se hatchback"""
24,4,113,95,2372,15,70,3,"""toyota corona mark ii"""
22,6,198,95,2833,15.5,70,1,"""plymouth duster"""
13,8,318,150,3755,14,76,1,"""dodge d100"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
19,4,121,112,2868,15.5,73,2,"""volvo 144ea"""
31,4,119,82,2720,19.4,82,1,"""chevy s-10"""
26,4,121,113,2234,12.5,70,2,"""bmw 2002"""
40.8,4,85,65,2110,19.2,80,3,"""datsun 210"""
21,6,199,90,2648,15,70,1,"""amc gremlin"""
25,4,110,87,2672,17.5,70,2,"""peugeot 504"""
27,4,101,83,2202,15.3,76,2,"""renault 12tl"""
19,4,122,85,2310,18.5,73,1,"""ford pinto"""
18.6,6,225,110,3620,18.7,78,1,"""dodge aspen"""
23,6,198,95,2904,16,73,1,"""plymouth duster"""
14,8,351,153,4129,13,72,1,"""ford galaxie 500"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
27,4,101,83,2202,15.3,76,2,"""renault 12tl"""
38,4,91,67,1995,16.2,82,3,"""datsun 310 gx"""
43.4,4,90,48,2335,23.7,80,2,"""vw dasher (diesel)"""
19.2,6,231,105,3535,19.2,78,1,"""pontiac phoenix lj"""
13,8,400,170,4746,12,71,1,"""ford country squire (sw)"""
29.5,4,97,71,1825,12.2,76,2,"""volkswagen rabbit"""
23.7,3,70,100,2420,12.5,80,3,"""mazda rx-7 gs"""
15.5,8,351,142,4054,14.3,79,1,"""ford country squire (sw)"""
27,4,101,83,2202,15.3,76,2,"""renault 12tl"""
19.4,8,318,140,3735,13.2,78,1,"""dodge diplomat"""
29,4,90,70,1937,14.2,76,2,"""vw rabbit"""
22,6,250,105,3353,14.5,76,1,"""chevrolet nova"""
24,4,113,95,2372,15,70,3,"""toyota corona mark ii"""
28,4,97,75,2155,16.4,76,3,"""toyota corolla"""
29,4,90,70,1937,14.2,76,2,"""vw rabbit"""
22,6,198,95,2833,15.5,70,1,"""plymouth duster"""
22,6,198,95,2833,15.5,70,1,"""plymouth duster"""
24,4,113,95,2372,15,70,3,"""toyota corona mark ii"""
16,6,250,105,3897,18.5,75,1,"""chevroelt chevelle malibu"""
19,4,121,112,2868,15.5,73,2,"""volvo 144ea"""
13,8,360,175,3821,11,73,1,"""amc ambassador brougham"""
15.5,8,304,120,3962,13.9,76,1,"""amc matador"""
11,8,400,150,4997,14,73,1,"""chevrolet impala"""
14,8,302,137,4042,14.5,73,1,"""ford gran torino"""
24,4,116,75,2158,15.5,73,2,"""opel manta"""
23,8,350,125,3900,17.4,79,1,"""cadillac eldorado"""
18,6,171,97,2984,14.5,75,1,"""ford pinto"""
16,8,400,180,4220,11.1,77,1,"""pontiac grand prix lj"""
15,6,250,72,3432,21,75,1,"""mercury monarch"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
30,4,88,76,2065,14.5,71,2,"""fiat 124b"""
27,4,97,60,1834,19,71,2,"""volkswagen model 111"""
37.2,4,86,65,2019,16.4,80,3,"""datsun 310"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
36,4,120,88,2160,14.5,82,3,"""nissan stanza xe"""
34.1,4,91,68,1985,16,81,3,"""mazda glc 4"""
30,4,98,68,2155,16.5,78,1,"""chevrolet chevette"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
22,6,250,105,3353,14.5,76,1,"""chevrolet nova"""
16,8,304,150,3433,12,70,1,"""amc rebel sst"""
24,4,113,95,2372,15,70,3,"""toyota corona mark ii"""
28,4,120,79,2625,18.6,82,1,"""ford ranger"""
26,4,156,92,2585,14.5,82,1,"""chrysler lebaron medallion"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
30,4,88,76,2065,14.5,71,2,"""fiat 124b"""
33,4,105,74,2190,14.2,81,2,"""volkswagen jetta"""
36.1,4,91,60,1800,16.4,78,3,"""honda civic cvcc"""
33,4,105,74,2190,14.2,81,2,"""volkswagen jetta"""
30.9,4,105,75,2230,14.5,78,1,"""dodge omni"""
39.4,4,85,70,2070,18.6,78,3,"""datsun b210 gx"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
33,4,91,53,1795,17.4,76,3,"""honda civic"""
29,4,97,78,1940,14.5,77,2,"""volkswagen rabbit custom"""
28,4,140,90,2264,15.5,71,1,"""chevrolet vega 2300"""
16,6,258,110,3632,18,74,1,"""amc matador"""
21,4,122,86,2226,16.5,72,1,"""ford pinto runabout"""
29.8,4,134,90,2711,15.5,80,3,"""toyota corona liftback"""
23,4,140,83,2639,17,75,1,"""ford pinto"""
21,6,200,85,2587,16,70,1,"""ford maverick"""
23,4,120,97,2506,14.5,72,3,"""toyouta corona mark ii (sw)"""
21,4,120,87,2979,19.5,72,2,"""peugeot 504 (sw)"""
26,4,121,113,2234,12.5,70,2,"""bmw 2002"""
29.8,4,134,90,2711,15.5,80,3,"""toyota corona liftback"""
25.4,5,183,77,3530,20.1,79,2,"""mercedes benz 300d"""
16,8,400,230,4278,9.5,73,1,"""pontiac grand prix"""
32.2,4,108,75,2265,15.2,80,3,"""toyota corolla"""
22,4,121,98,2945,14.5,75,2,"""volvo 244dl"""
24,4,121,110,2660,14,73,2,"""saab 99le"""
13,8,318,150,3755,14,76,1,"""dodge d100"""
14,8,318,150,4096,13,71,1,"""plymouth fury iii"""
25.5,4,122,96,2300,15.5,77,1,"""plymouth arrow gs"""
22,6,250,105,3353,14.5,76,1,"""chevrolet nova"""
24,4,121,110,2660,14,73,2,"""saab 99le"""
25,6,181,110,2945,16.4,82,1,"""buick century limited"""
28,4,98,80,2164,15,72,1,"""dodge colt (sw)"""
29.5,4,97,71,1825,12.2,76,2,"""volkswagen rabbit"""
33,4,91,53,1795,17.5,75,3,"""honda civic cvcc"""
28,4,107,86,2464,15.5,76,2,"""fiat 131"""
24,4,140,92,2865,16.4,82,1,"""ford fairmont futura"""
17,6,231,110,3907,21,75,1,"""buick century"""
38,4,91,67,1995,16.2,82,3,"""datsun 310 gx"""
20.2,6,232,90,3265,18.2,79,1,"""amc concord dl 6"""
11,8,400,150,4997,14,73,1,"""chevrolet impala"""
16,8,302,140,4141,14,74,1,"""ford gran torino"""
22,4,108,94,2379,16.5,73,3,"""datsun 610"""
34.7,4,105,63,2215,14.9,81,1,"""plymouth horizon 4"""
14,8,340,160,3609,8,70,1,"""plymouth 'cuda 340"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
25,4,104,95,2375,17.5,70,2,"""saab 99e"""
33,4,91,53,1795,17.4,76,3,"""honda civic"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
31,4,79,67,2000,16,74,2,"""fiat x1.9"""
16,6,258,110,3632,18,74,1,"""amc matador"""
14,8,350,165,4209,12,71,1,"""chevrolet impala"""
28,4,140,90,2264,15.5,71,1,"""chevrolet vega 2300"""
35.1,4,81,60,1760,16.1,81,3,"""honda civic 1300"""
31.6,4,120,74,2635,18.3,81,3,"""mazda 626"""
14,8,340,160,3609,8,70,1,"""plymouth 'cuda 340"""
16,8,400,180,4220,11.1,77,1,"""pontiac grand prix lj"""
35.7,4,98,80,1915,14.4,79,1,"""dodge colt hatchback custom"""
19,6,250,100,3282,15,71,1,"""pontiac firebird"""
32,4,135,84,2295,11.6,82,1,"""dodge rampage"""
34.7,4,105,63,2215,14.9,81,1,"""plymouth horizon 4"""
29.5,4,97,71,1825,12.2,76,2,"""volkswagen rabbit"""
21,6,199,90,2648,15,70,1,"""amc gremlin"""
23,4,140,83,2639,17,75,1,"""ford pinto"""
15,6,250,72,3432,21,75,1,"""mercury monarch"""
15.5,8,304,120,3962,13.9,76,1,"""amc matador"""
25,4,104,95,2375,17.5,70,2,"""saab 99e"""
27.5,4,134,95,2560,14.2,78,3,"""toyota corona"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
15,6,250,72,3432,21,75,1,"""mercury monarch"""
14,8,455,225,4425,10,70,1,"""pontiac catalina"""
15,8,318,150,4135,13.5,72,1,"""plymouth fury iii"""
30,4,146,67,3250,21.8,80,2,"""mercedes-benz 240d"""
27.2,4,119,97,2300,14.7,78,3,"""datsun 510"""
15,8,350,145,4082,13,73,1,"""chevrolet monte carlo s"""
24.2,6,146,120,2930,13.8,81,3,"""datsun 810 maxima"""
18,6,225,105,3613,16.5,74,1,"""plymouth satellite sebring"""
29,4,90,70,1937,14.2,76,2,"""vw rabbit"""
23.9,4,119,97,2405,14.9,78,3,"""datsun 200-sx"""
20,4,140,90,2408,19.5,72,1,"""chevrolet vega"""
34.1,4,91,68,1985,16,81,3,"""mazda glc 4"""
14,8,350,165,4209,12,71,1,"""chevrolet impala"""
16,6,258,110,3632,18,74,1,"""amc matador"""
24,4,140,92,2865,16.4,82,1,"""ford fairmont futura"""
14,8,350,165,4209,12,71,1,"""chevrolet impala"""
28,4,151,90,2678,16.5,80,1,"""chevrolet citation"""
30.9,4,105,75,2230,14.5,78,1,"""dodge omni"""
29.5,4,97,71,1825,12.2,76,2,"""volkswagen rabbit"""
13,8,350,145,3988,13,73,1,"""chevrolet malibu"""
14,8,440,215,4312,8.5,70,1,"""plymouth fury iii"""
23.9,4,119,97,2405,14.9,78,3,"""datsun 200-sx"""
34.7,4,105,63,2215,14.9,81,1,"""plymouth horizon 4"""
21,6,199,90,2648,15,70,1,"""amc gremlin"""
37,4,91,68,2025,18.2,82,3,"""mazda glc custom l"""
34.7,4,105,63,2215,14.9,81,1,"""plymouth horizon 4"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
23.9,4,119,97,2405,14.9,78,3,"""datsun 200-sx"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
13,8,350,175,4100,13,73,1,"""buick century 350"""
14,8,351,153,4129,13,72,1,"""ford galaxie 500"""
34,4,108,70,2245,16.9,82,3,"""toyota corolla"""
14,8,304,150,4257,15.5,74,1,"""amc matador (sw)"""
30.7,6,145,76,3160,19.6,81,2,"""volvo diesel"""
14,8,302,137,4042,14.5,73,1,"""ford gran torino"""
23,8,350,125,3900,17.4,79,1,"""cadillac eldorado"""
38,4,105,63,2125,14.7,82,1,"""plymouth horizon miser"""
10,8,360,215,4615,14,70,1,"""ford f250"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
18,6,250,105,3459,16,75,1,"""chevrolet nova"""
17.5,6,258,95,3193,17.8,76,1,"""amc pacer d/l"""
14,8,351,153,4129,13,72,1,"""ford galaxie 500"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
13,8,360,175,3821,11,73,1,"""amc ambassador brougham"""
37,4,91,68,2025,18.2,82,3,"""mazda glc custom l"""
29,4,90,70,1937,14.2,76,2,"""vw rabbit"""
22,6,198,95,2833,15.5,70,1,"""plymouth duster"""
29,4,98,83,2219,16.5,74,2,"""audi fox"""
28,4,98,80,2164,15,72,1,"""dodge colt (sw)"""
19,4,121,112,2868,15.5,73,2,"""volvo 144ea"""
41.5,4,98,76,2144,14.7,80,2,"""vw rabbit"""
28.1,4,141,80,3230,20.4,81,2,"""peugeot 505s turbo diesel"""
24,4,134,96,2702,13.5,75,3,"""toyota corona"""
22,4,108,94,2379,16.5,73,3,"""datsun 610"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
20.8,6,200,85,3070,16.7,78,1,"""mercury zephyr"""
12,8,350,180,4499,12.5,73,1,"""oldsmobile vista cruiser"""
37,4,119,92,2434,15,80,3,"""datsun 510 hatchback"""
20,4,140,90,2408,19.5,72,1,"""chevrolet vega"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
19,4,121,112,2868,15.5,73,2,"""volvo 144ea"""
17,6,250,100,3329,15.5,71,1,"""chevrolet chevelle malibu"""
19,6,232,100,2901,16,74,1,"""amc hornet"""
18,6,225,105,3613,16.5,74,1,"""plymouth satellite sebring"""
31,4,71,65,1773,19,71,3,"""toyota corolla 1200"""
31,4,79,67,2000,16,74,2,"""fiat x1.9"""
29,4,90,70,1937,14,75,2,"""volkswagen rabbit"""
11,8,429,208,4633,11,72,1,"""mercury marquis"""
16.5,8,350,180,4380,12.1,76,1,"""cadillac seville"""
14,8,302,137,4042,14.5,73,1,"""ford gran torino"""
20,4,140,90,2408,19.5,72,1,"""chevrolet vega"""
28,4,151,90,2678,16.5,80,1,"""chevrolet citation"""
14,8,351,153,4129,13,72,1,"""ford galaxie 500"""
23,4,140,83,2639,17,75,1,"""ford pinto"""
27,4,97,88,2130,14.5,70,3,"""datsun pl510"""
15,6,258,110,3730,19,75,1,"""amc matador"""
20.2,6,200,88,3060,17.1,81,1,"""ford granada gl"""
29,4,68,49,1867,19.5,73,2,"""fiat 128"""
33,4,105,74,2190,14.2,81,2,"""volkswagen jetta"""
11,8,400,150,4997,14,73,1,"""chevrolet impala"""
31,4,91,68,1970,17.6,82,3,"""mazda glc custom"""
20,8,262,110,3221,13.5,75,1,"""chevrolet monza 2+2"""
24,4,116,75,2158,15.5,73,2,"""opel manta"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
14,8,351,153,4129,13,72,1,"""ford galaxie 500"""
19,6,232,100,2901,16,74,1,"""amc hornet"""
28.1,4,141,80,3230,20.4,81,2,"""peugeot 505s turbo diesel"""
29,4,98,83,2219,16.5,74,2,"""audi fox"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
15,6,258,110,3730,19,75,1,"""amc matador"""
25,4,121,115,2671,13.5,75,2,"""saab 99le"""
23,8,350,125,3900,17.4,79,1,"""cadillac eldorado"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
27,4,140,86,2790,15.6,82,1,"""ford mustang gl"""
32,4,85,70,1990,17,76,3,"""datsun b-210"""
16.5,8,351,138,3955,13.2,79,1,"""mercury grand marquis"""
20.2,6,200,88,3060,17.1,81,1,"""ford granada gl"""
37.2,4,86,65,2019,16.4,80,3,"""datsun 310"""
14,8,351,148,4657,13.5,75,1,"""ford ltd"""
21.5,6,231,115,3245,15.4,79,1,"""pontiac lemans v6"""
21.6,4,121,115,2795,15.7,78,2,"""saab 99gle"""
14,8,318,150,4237,14.5,73,1,"""plymouth fury gran sedan"""
44.3,4,90,48,2085,21.7,80,2,"""vw rabbit c (diesel)"""
23.9,8,260,90,3420,22.2,79,1,"""oldsmobile cutlass salon brougham"""
18.6,6,225,110,3620,18.7,78,1,"""dodge aspen"""
14,8,340,160,3609,8,70,1,"""plymouth 'cuda 340"""
31,4,112,85,2575,16.2,82,1,"""pontiac j2000 se hatchback"""
31.6,4,120,74,2635,18.3,81,3,"""mazda 626"""
23,4,140,83,2639,17,75,1,"""ford pinto"""
33.5,4,151,90,2556,13.2,79,1,"""pontiac phoenix"""
